Name,Title,Review,Rating,Date,Type,Details,Review_Length,positive,negative,neutral,compound
Mohammed Kamal Khan,Good,Good,5.0 out of 5 stars,2023-12-18 00:00:00,Apple iPhone 15 Pro Max,Colour: Natural TitaniumSize: 256 GB,4,1,0,0,0.4404
Faiz,Nice phone.,I have purchased natural titanium and it's really awesome. My first phone purchased with my hardwork. Didn't sold my kidney for it 😂😂,5.0 out of 5 stars,2023-11-04 00:00:00,Apple iPhone 15 Pro Max,Colour: Natural TitaniumSize: 256 GB,133,0.256,0,0.744,0.7841
Manoj,Nice product,Battery 10/10Cemra 10/10Performance 10/10Disign 10/10Display 10/10Agar pese hai to isse Badiya phone nahi hai market ne Phil haal,5.0 out of 5 stars,2023-11-06 00:00:00,Apple iPhone 15 Pro Max,Colour: Natural TitaniumSize: 256 GB,129,0,0,1,0
Prince Singh,iPhone 15 pro max,Camera Quality not good,3.0 out of 5 stars,2023-11-04 00:00:00,Apple iPhone 15 Pro Max,Colour: Natural TitaniumSize: 256 GB,23,0,0.445,0.555,-0.3412
Aditi,Stylish one..best battery backup..sleek than 14 pro max,11 people found this helpful,5.0 out of 5 stars,2023-12-12 00:00:00,Apple iPhone 15 Pro Max,Colour: Blue TitaniumSize: 256 GB,28,0.448,0,0.552,0.5023
Abhishek Mukherjee,Good phone,No heating issue till now running well with the new software update I have installed lots of apps and the ph is running well,5.0 out of 5 stars,2023-10-23 00:00:00,Apple iPhone 15 Pro Max,Colour: Blue TitaniumSize: 256 GB,124,0.159,0.083,0.758,0.25
Najib Khan,Performance,Performance very strong and Charging life superb,5.0 out of 5 stars,2023-11-12 00:00:00,Apple iPhone 15 Pro Max,Colour: Black TitaniumSize: 256 GB,48,0.606,0,0.394,0.8268
Dr Gajanan Ghule,Dr Gajanan Ghule,"Lightning fast,titanium tantrums",5.0 out of 5 stars,2023-11-12 00:00:00,Apple iPhone 15 Pro Max,Colour: White TitaniumSize: 256 GB,32,0,0.556,0.444,-0.3612
venky,Get rid of false reviews . The phone is just awesome as usual .,Superb,5.0 out of 5 stars,2023-10-21 00:00:00,Apple iPhone 15 Pro Max,Colour: Blue TitaniumSize: 256 GB,6,1,0,0,0.6249
Anonymous,"Super fast charging and performance , best battery life",Fast charging,5.0 out of 5 stars,2023-11-11 00:00:00,Apple iPhone 15 Pro Max,Colour: Natural TitaniumSize: 256 GB,13,0,0,1,0
Subhadip Jana,Heating frequently,Really disappointing to see that being a premium phone it’s heating issue is just in another level,1.0 out of 5 stars,2024-06-20 00:00:00,Apple iPhone 15 Pro Max,Colour: Black TitaniumSize: 256 GB,98,0,0.189,0.811,-0.5413
Shubhasmit,Best phone money can buy at the moment,18 people found this helpful,5.0 out of 5 stars,2023-11-22 00:00:00,Apple iPhone 15 Pro Max,Colour: White TitaniumSize: 256 GB,28,0.448,0,0.552,0.5023
Jashim gouri,Latest phone upgraded,I only use i phone pro maxs and when new model come i gift my old one to my subscriber please apple make i phone 16luli max lulliniam,5.0 out of 5 stars,2024-08-27 00:00:00,Apple iPhone 15 Pro Max,Colour: Natural TitaniumSize: 1 TB,133,0.191,0,0.809,0.6369
Placeholder,Ram,ram kitni h 512gb iphone 15 pro max pata nhi chl rha he ram ke bare me ki kitni di hui,5.0 out of 5 stars,2024-08-29 00:00:00,Apple iPhone 15 Pro Max,Colour: Black TitaniumSize: 512 GB,86,0,0,1,0
Ayan Bishnu,pathetic beterry life and call conferencing is nopt working,"iphone 15pro max ios worst pro max I purchased. I already have 13 and 14 pro max, Time to switch to Samsung. The screeenshot you see shows 85% baterrey charge but it has been only 5 min after i made a full charge of the phone",1.0 out of 5 stars,2024-03-27 00:00:00,Apple iPhone 15 Pro Max,Colour: Black TitaniumSize: 256 GB,225,0,0.06,0.94,-0.3716
Anuj kasana,Good experience,Report,5.0 out of 5 stars,2024-08-28 00:00:00,Apple iPhone 15 Pro Max,Colour: Natural TitaniumSize: 256 GB,6,0,0,1,0
chandradhar,159k wasted,"My biggest mistake buying this, you can to same things in 15 and 14 and 13",1.0 out of 5 stars,2024-05-25 00:00:00,Apple iPhone 15 Pro Max,Colour: Blue TitaniumSize: 256 GB,74,0,0.138,0.862,-0.34
Pradeepa Ramprabhu,Fake Product,Fake duplicated Phone is given,1.0 out of 5 stars,2024-05-29 00:00:00,Apple iPhone 15 Pro Max,Colour: White TitaniumSize: 256 GB,30,0,0.437,0.563,-0.4767
pranav,Good mobile,Good mobile but Too much price. Features are ok but price are extra ordinary. Not value for money. Avoid if you have not enough money,3.0 out of 5 stars,2024-05-19 00:00:00,Apple iPhone 15 Pro Max,Colour: White TitaniumSize: 256 GB,133,0.153,0.172,0.675,-0.1541
Chirag Patel,Not words for this😍,All good... Not a compare anything 😍Rate 💯 to 💯 😍Recommend to everyone perches 😍😍😍 Nice 💯😍😍 Thanks,5.0 out of 5 stars,2024-08-13 00:00:00,Apple iPhone 15 Pro Max,Colour: Blue TitaniumSize: 1 TB,98,0.305,0,0.695,0.6908
Arnav Krishna Bali,iPhone 15 Pro Max Review,"Best IPhone Ever And I Loved This Phone so much 😍😍😘😘.Pros - Best Battery Life , Value for Money Phone, Very Smooth Display ever, very Smooth in Touch, Best Camera ever.I changed my phone from IPhone 12 to IPhone 15 Pro Max .I Loved This Phone",5.0 out of 5 stars,2024-08-02 00:00:00,Apple iPhone 15 Pro Max,Colour: Blue TitaniumSize: 256 GB,242,0.381,0,0.619,0.9744
"Good phone honestly......   But needs some changes like the battery, otherwise a good phone 👍",Battery life,"Battery life is quite bad , honestly the battery life  should be a bit better I this range of price.",4.0 out of 5 stars,2024-04-22 00:00:00,Apple iPhone 15 Pro Max,Colour: Blue TitaniumSize: 1 TB,100,0.258,0.158,0.584,0.3368
Seema,Disgusting Experience,The box had a different colour. I order black Titanium....box was black Titanium but phone was natural titanium inside ...It's heart wrenching...Trust shaken...The phone looks usedIt can happen with Apple product also...it's a shock.,1.0 out of 5 stars,2024-01-13 00:00:00,Apple iPhone 15 Pro Max,Colour: Black TitaniumSize: 512 GB,233,0.091,0.095,0.813,-0.0387
Nice one,To play freefire it's good,I like the camera quality of it it is very good and very nice it's better than what I think,5.0 out of 5 stars,2024-07-25 00:00:00,Apple iPhone 15 Pro Max,Colour: Blue TitaniumSize: 256 GB,91,0.46,0,0.54,0.899
The Sir Sagz,Screen got scratched,Didn't use a screen guard for a week and found a scratch on the screen. What a stupid phone. 160k phone and you will get a scratch without even holding the phone. Better get a screen guard the day you receive the phone.,1.0 out of 5 stars,2023-11-04 00:00:00,Apple iPhone 15 Pro Max,Colour: Blue TitaniumSize: 256 GB,219,0.07,0.082,0.847,-0.128
Remya Ramachandran,iPhone 15 pro max is SUPER EXPENSIVE AND SUPER COOL,"It is good for gaming and personal usage and it is more better than 14 series, the camera clarity is super.",5.0 out of 5 stars,2024-07-17 00:00:00,Apple iPhone 15 Pro Max,Colour: White TitaniumSize: 1 TB,107,0.427,0,0.573,0.9134
traviscott,ok,this is very bad iphone it lacks kanye west it is travis scott and has a jawline it is very ewwwwwwwww we cannot play cricket wws💀💀💀💀,3.0 out of 5 stars,2024-04-06 00:00:00,Apple iPhone 15 Pro Max,Colour: Blue TitaniumSize: 256 GB,133,0,0.202,0.798,-0.7031
Amazon Customer,Defective product,Got a defective product where the camera doest load,1.0 out of 5 stars,2024-01-07 00:00:00,Apple iPhone 15 Pro Max,Colour: Blue TitaniumSize: 256 GB,51,0,0.293,0.707,-0.4404
Jbabhishek dash,Go for it—massager in my hand🤣,The haptic music on the iPhone 15 Pro Max is amazing—it almost feels like a mini massager in my hand! 😂,5.0 out of 5 stars,2024-08-11 00:00:00,Apple iPhone 15 Pro Max,Colour: Natural TitaniumSize: 256 GB,103,0.252,0,0.748,0.6921
Rahul Kumar,Amazon sent me an old unit,"box damaged, no new device smell. Completely ruined my unboxing experience. But the phone is amazing.",1.0 out of 5 stars,2023-12-01 00:00:00,Apple iPhone 15 Pro Max,Colour: Natural TitaniumSize: 256 GB,101,0.227,0.25,0.523,0.3514
Ng,Very nice,One person found this helpful,5.0 out of 5 stars,2024-06-25 00:00:00,Apple iPhone 15 Pro Max,Colour: Black TitaniumSize: 256 GB,29,0.448,0,0.552,0.5023
Om raj,Amazing,"Don't think about it if you want to go for a flagship just go for it. It's an overall package,but the battery life is at another level it goes on for 2 days",5.0 out of 5 stars,2024-05-28 00:00:00,Apple iPhone 15 Pro Max,Colour: Black TitaniumSize: 256 GB,156,0.085,0,0.915,0.1779
tisha,Giving review,Bhaiya theek thakh laga do har baar apse hi se lete hain. (Reviewing that I Might delete later) Thank you,5.0 out of 5 stars,2024-05-12 00:00:00,Apple iPhone 15 Pro Max,Colour: Black TitaniumSize: 256 GB,105,0.122,0,0.878,0.3612
Placeholder,One of the best innovation from apple,"Great phone with perfect camera quality , battery life is 100 no over heating charging 8s decent.Best in stability.Brightness is good.Certainly awesome",5.0 out of 5 stars,2024-04-28 00:00:00,Apple iPhone 15 Pro Max,Colour: Natural TitaniumSize: 256 GB,151,0.383,0.071,0.547,0.8934
Hanaan rafeeq,good,so lagg cant even play hill climb racing smoothly . dont waste money . nokia is better buy nokia 11 pro max that can run everything smoothly,5.0 out of 5 stars,2024-04-26 00:00:00,Apple iPhone 15 Pro Max,Colour: Blue TitaniumSize: 1 TB,140,0.179,0.07,0.752,0.4932
Mahi,I love all the feturs♥️,Nothing to dislike battery life is too goodLove the lookBest camera fetureThis worth the money no regret ✌️Just go & buy it & try it .,5.0 out of 5 stars,2024-04-21 00:00:00,Apple iPhone 15 Pro Max,Colour: Natural TitaniumSize: 1 TB,134,0.145,0.178,0.677,-0.2302
"The iPhone 15 Pro Max is a powerful and feature-packed device with a stunning display and excellent camera capabilities. However, the high price point may deter some potential buyers.",About iPhone 15pro max,"The iPhone 15 Pro Max is a powerful and feature-packed device with a stunning display and excellent camera capabilities. However, the high price point may deter some potential buyers.",5.0 out of 5 stars,2024-04-14 00:00:00,Apple iPhone 15 Pro Max,Colour: Black TitaniumSize: 1 TB,183,0.275,0,0.725,0.8442
Gulnaz Anjum,Best camera quality,8 people found this helpful,5.0 out of 5 stars,2024-04-25 00:00:00,Apple iPhone 15 Pro Max,Colour: Blue TitaniumSize: 1 TB,27,0.52,0,0.48,0.5023
Saekirron,Not as expected,If at all looking for pro model just because of lidar and action button and camera. Its not value for money as the charging and performance are not upto the mark for both pro and non pro models. I purchased iPhone 15 pro 128gb not happy,3.0 out of 5 stars,2023-10-12 00:00:00,Apple iPhone 15 Pro Max,Colour: Blue TitaniumSize: 256 GB,236,0,0.105,0.895,-0.6167
Ankush Supkar,The Best Feeling Ever 🚀,Best Smartphone EverCamera 10/10Processor 10/10Videography 10/10Display 10/10Speakers 11/10Type C 10/10Battery Backup 11/10Ecosystem 10/10,5.0 out of 5 stars,2024-04-09 00:00:00,Apple iPhone 15 Pro Max,Colour: Blue TitaniumSize: 256 GB,138,0.276,0,0.724,0.6369
Sakib,Good camera,Best camera till date and batter last for 1day and it feels very premium when you hold it and due to curve edge it doesn’t irritate,5.0 out of 5 stars,2024-04-08 00:00:00,Apple iPhone 15 Pro Max,Colour: Blue TitaniumSize: 256 GB,131,0.135,0.09,0.774,0.34
Placeholder,Heats,Heats very much during charger. Even if apple type c charger is used.No much difference from 14 pro max.,3.0 out of 5 stars,2023-10-02 00:00:00,Apple iPhone 15 Pro Max,Colour: Blue TitaniumSize: 256 GB,104,0,0,1,0
Carelien,SCAM!!!,"We got scammed!! This is not an iPhone. Me and my husband are long time iPhone users and this is some cheap Android interface inside an iPhone casing. This seller doesn’t want to return our product or refund as “it is out of stock”. I am very very upset as this is a high value item that is completely useless. Slow, pixelated, not even iPhone interface. Beware!!",1.0 out of 5 stars,2024-08-07 00:00:00,Apple iPhone 15 Pro Max,Colour: White TitaniumSize: 256 GB,363,0.051,0.103,0.846,-0.6939
Rahul S,"Worth every penny, awesome battery life","If you already have 14 Pro or Pro Max then don't upgrade, but if you've any other Pro or non Pro models go for it. If you need an iPhone with 24-26hr battery life on a single charge then go for Pro Max models. No doubt Apple's 4K 60fps ProRes is really awesome, and the all new type-c port is the best thing Apple has done in years. Also all the type-c cables included in the box are woven design, now expecting this will not turn grey after few months of use.",5.0 out of 5 stars,2023-12-04 00:00:00,Apple iPhone 15 Pro Max,Colour: Natural TitaniumSize: 256 GB,460,0.113,0.069,0.818,0.8233
AbhiJ,Hot Stuff,This Phone is like the Central processing unit (CPU) with a screen. It is fast as thunder and got heated like lava after using it for sometime. Camera is better than reflection of mirror and it's screen and overall body is weaker than a mirror i.e. it breaks easily.,5.0 out of 5 stars,2024-02-18 00:00:00,Apple iPhone 15 Pro Max,Colour: Blue TitaniumSize: 256 GB,266,0.187,0.053,0.761,0.7506
Ashim Kalita,Worst phone ever,After uprade display isnt working well after 2hrs of upgrades the display shutdown and later i had to take the mobile in service center they told me the display is gone. Waste of money,1.0 out of 5 stars,2024-06-22 00:00:00,Apple iPhone 15 Pro Max,Colour: White TitaniumSize: 256 GB,184,0,0.13,0.87,-0.5594
Narendra Modi,Worst toy ever,Do not buy ... I throwed it from my terrace and the phone got broken ... Bad quality..Waste of money,1.0 out of 5 stars,2024-06-30 00:00:00,Apple iPhone 15 Pro Max,Colour: Black TitaniumSize: 256 GB,100,0,0.28,0.72,-0.765
Jyothi,Just Dont Care The Criticism. Very Good,"We Know Nowadays There was so much hate spreading on Iphone 15 Series But as i am a techie, i know most of the critics had never used and talking like trash bin. i Using From Past 1 month, If You Love Photography Or Pro-Gaming then you are good to take this smartphone. Just Dont Care The Criticism.I Too Had Feel The Phone Is warm while heavy gaming and Photography, But was never like what had they said in news. I Loved The Photos The Phone Gives.",5.0 out of 5 stars,2023-12-20 00:00:00,Apple iPhone 15 Pro Max,Colour: Blue TitaniumSize: 256 GB,450,0.227,0.087,0.686,0.9495
Not good product nothing has changed from iPhone 14,Worst,"I don't like this product I think nothing has changed from iPhone 14 don't buy this phone or you well waste your 1,50,000",1.0 out of 5 stars,2024-06-15 00:00:00,Apple iPhone 15 Pro Max,Colour: Black TitaniumSize: 256 GB,121,0.084,0.196,0.72,-0.4234
kushal choubisa,Real Pro phone,"A17 Pro , 3Nm ,Ray tracing , 5x zoom nailed it completely. A truly freaking flagship mobile so far. iOs 18 will make it more powerful.",5.0 out of 5 stars,2024-02-01 00:00:00,Apple iPhone 15 Pro Max,Colour: Black TitaniumSize: 256 GB,134,0.265,0.103,0.633,0.5956
Rahul choudhary,does charging phone overnight affects battery health??,15 pro max >>>> all androids .  the speed the camera the new ios justtt superbthe resident evil village runs so smoothly,5.0 out of 5 stars,2024-01-20 00:00:00,Apple iPhone 15 Pro Max,Colour: Blue TitaniumSize: 256 GB,120,0,0.18,0.82,-0.6597
